0;3;2;0
1;17;1;0
2;25;4;0
3;31;5;0
4;40;4;0
5;51;1;0
6;64;8;0
7;71;2;0
8;86;9;0
9;96;4;0
10;110;0;0
11;119;3;0
12;121;1;0
13;133;8;0
14;142;6;0
15;156;4;0
16;165;1;0
17;171;2;0
18;187;4;0
19;193;6;0
20;205;3;0
21;218;7;0
22;222;6;0
23;235;9;0
24;247;3;0
25;260;1;0
26;264;8;0
27;272;5;0
28;280;7;0
29;298;6;0
30;309;3;0
31;317;6;0
32;326;5;0
33;338;9;0
34;345;7;0
35;351;7;0
36;366;10;0
37;378;3;0
38;384;7;0
39;390;5;0
40;402;1;0
41;411;8;0
42;421;2;0
43;434;9;0
44;441;4;0
45;455;9;0
46;468;9;0
47;473;4;0
48;484;9;0
49;500;2;0
50;502;2;0
51;512;5;0
52;526;3;0
53;530;4;0
54;544;6;0
55;560;7;0
56;565;6;0
57;577;1;0
58;589;8;0
59;599;8;0
60;604;4;0
61;611;6;0
62;621;1;0
63;632;2;0
64;643;1;0
65;650;2;0
66;661;4;0
67;670;9;0
68;686;1;0
69;693;3;0
70;704;1;0
71;718;10;0
72;725;5;0
73;731;1;0
74;743;3;0
75;758;2;0
76;760;10;0
77;775;1;0
78;785;0;0
79;795;10;0
80;809;7;0
81;813;4;0
82;822;8;0
83;835;8;0
84;843;2;0
85;858;10;0
86;869;8;0
87;878;7;0
88;882;5;0
89;894;0;0
90;900;3;0
91;913;7;0
92;930;4;0
93;939;10;0
94;950;4;0
95;952;2;0
96;962;2;0
97;976;9;0
98;988;5;0
99;997;8;0
100;1;17;0
101;19;18;0
102;28;15;0
103;32;18;0
104;43;18;0
105;60;14;0
106;64;19;0
107;77;12;0
108;81;12;0
109;99;18;0
110;101;18;0
111;120;17;0
112;124;15;0
113;131;10;0
114;150;16;0
115;155;19;0
116;164;19;0
117;178;12;0
118;183;13;0
119;192;16;0
120;203;14;0
121;211;19;0
122;224;15;0
123;236;19;0
124;244;19;0
125;255;15;0
126;265;10;0
127;274;12;0
128;280;18;0
129;292;15;0
130;307;16;0
131;313;15;0
132;326;18;0
133;331;16;0
134;342;13;0
135;358;15;0
136;366;18;0
137;379;14;0
138;386;15;0
139;395;17;0
140;405;15;0
141;415;19;0
142;427;19;0
143;439;13;0
144;446;19;0
145;458;11;0
146;461;14;0
147;471;12;0
148;481;17;0
149;498;19;0
150;502;17;0
151;517;11;0
152;529;20;0
153;532;20;0
154;544;15;0
155;560;18;0
156;562;14;0
157;575;13;0
158;582;13;0
159;597;10;0
160;606;14;0
161;610;13;0
162;626;15;0
163;631;20;0
164;648;20;0
165;651;13;0
166;660;18;0
167;673;11;0
168;684;19;0
169;698;13;0
170;701;19;0
171;716;17;0
172;721;11;0
173;737;14;0
174;741;19;0
175;756;18;0
176;761;19;0
177;771;19;0
178;785;13;0
179;796;19;0
180;803;11;0
181;815;12;0
182;821;12;0
183;831;12;0
184;843;13;0
185;858;13;0
186;865;12;0
187;873;10;0
188;883;10;0
189;897;16;0
190;902;15;0
191;919;11;0
192;928;14;0
193;935;18;0
194;944;15;0
195;957;20;0
196;963;18;0
197;977;16;0
198;984;13;0
199;991;11;0
200;1;27;0
201;13;22;0
202;21;28;0
203;39;27;0
204;43;22;0
205;53;25;0
206;62;24;0
207;73;30;0
208;90;25;0
209;92;30;0
210;103;24;0
211;110;24;0
212;125;25;0
213;132;25;0
214;140;23;0
215;151;24;0
216;160;20;0
217;173;22;0
218;186;25;0
219;198;27;0
220;207;29;0
221;214;23;0
222;230;21;0
223;237;26;0
224;240;28;0
225;259;26;0
226;267;28;0
227;271;25;0
228;285;28;0
229;298;28;0
230;306;29;0
231;317;27;0
232;322;20;0
233;331;24;0
234;341;28;0
235;356;26;0
236;366;27;0
237;375;20;0
238;388;27;0
239;395;25;0
240;407;21;0
241;417;23;0
242;421;23;0
243;437;22;0
244;447;30;0
245;455;24;0
246;465;27;0
247;478;26;0
248;486;21;0
249;491;23;0
250;507;23;0
251;516;20;0
252;521;23;0
253;537;27;0
254;547;23;0
255;555;25;0
256;565;21;0
257;579;22;0
258;590;29;0
259;590;25;0
260;608;30;0
261;614;23;0
262;622;29;0
263;632;26;0
264;641;25;0
265;660;21;0
266;668;25;0
267;679;27;0
268;682;29;0
269;695;20;0
270;700;25;0
271;715;23;0
272;721;23;0
273;733;28;0
274;740;28;0
275;758;21;0
276;769;27;0
277;779;23;0
278;784;24;0
279;800;26;0
280;804;24;0
281;813;20;0
282;821;28;0
283;833;29;0
284;842;23;0
285;855;22;0
286;864;30;0
287;879;28;0
288;886;29;0
289;899;25;0
290;907;20;0
291;917;25;0
292;928;26;0
293;933;20;0
294;949;21;0
295;955;23;0
296;963;27;0
297;980;23;0
298;987;23;0
299;996;24;0
