0;104;48;0
1;208;23;0
2;171;117;0
3;19;162;0
4;12;139;0
5;22;29;0
6;136;265;0
7;40;71;0
8;201;303;0
9;185;127;0
10;312;15;0
11;275;93;0
12;46;38;0
13;99;261;0
14;58;186;0
15;204;119;0
16;175;20;0
17;19;66;0
18;218;137;0
19;101;187;0
20;145;96;0
21;254;224;0
22;78;184;0
23;168;280;0
24;233;92;0
25;314;38;0
26;134;242;0
27;49;156;0
28;13;214;0
29;245;183;0
30;280;100;0
31;222;190;0
32;186;146;0
33;269;302;0
34;152;213;0
35;19;224;0
36;207;318;0
37;263;91;0
38;123;214;0
39;7;148;0
40;54;37;0
41;19;246;0
42;41;79;0
43;125;279;0
44;26;144;0
45;176;283;0
46;262;276;0
47;89;133;0
48;115;283;0
49;306;48;0
50;56;74;0
51;75;155;0
52;189;84;0
53;1;134;0
54;118;181;0
55;305;221;0
56;165;198;0
57;216;17;0
58;288;250;0
59;280;255;0
60;126;128;0
61;33;203;0
62;20;22;0
63;67;52;0
64;109;17;0
65;0;48;0
66;32;116;0
67;8;280;0
68;197;48;0
69;81;111;0
70;117;39;0
71;272;318;0
72;149;155;0
73;27;33;0
74;110;85;0
75;265;52;0
76;7;304;0
77;169;47;0
78;174;9;0
79;169;313;0
80;276;223;0
81;84;117;0
82;53;247;0
83;170;249;0
84;105;71;0
85;260;315;0
86;273;258;0
87;262;237;0
88;73;166;0
89;114;9;0
90;9;89;0
91;83;222;0
92;306;143;0
93;300;316;0
94;306;117;0
95;71;73;0
96;63;65;0
97;200;288;0
98;269;153;0
99;209;256;0
100;27;211;0
101;291;250;0
102;240;153;0
103;57;253;0
104;106;256;0
105;311;127;0
106;128;303;0
107;232;54;0
108;41;48;0
109;290;258;0
110;47;264;0
111;314;210;0
112;112;176;0
113;42;5;0
114;311;208;0
115;169;299;0
116;139;279;0
117;264;68;0
118;81;94;0
119;77;188;0
120;83;134;0
121;42;291;0
122;113;147;0
123;187;289;0
124;135;294;0
125;161;170;0
126;168;6;0
127;141;59;0
128;1;256;0
129;55;152;0
130;232;178;0
131;104;166;0
132;178;251;0
133;34;179;0
134;80;89;0
135;247;162;0
136;180;243;0
137;292;142;0
138;196;162;0
139;164;222;0
140;145;171;0
141;153;301;0
142;224;280;0
143;301;83;0
144;179;302;0
145;269;44;0
146;39;141;0
147;23;77;0
148;23;214;0
149;251;287;0
150;49;229;0
151;211;46;0
152;283;310;0
153;70;305;0
154;127;156;0
155;317;266;0
156;52;138;0
157;165;109;0
158;63;102;0
159;231;6;0
160;177;141;0
161;6;106;0
162;200;164;0
163;21;315;0
164;252;311;0
165;34;85;0
166;13;249;0
167;87;41;0
168;135;292;0
169;262;83;0
170;48;294;0
171;183;224;0
172;29;18;0
173;220;136;0
174;23;300;0
175;203;257;0
176;27;274;0
177;21;276;0
178;145;109;0
179;177;297;0
180;86;41;0
181;169;76;0
182;35;52;0
183;16;65;0
184;100;98;0
185;243;93;0
186;160;57;0
187;111;6;0
188;80;5;0
189;235;176;0
190;61;152;0
191;299;34;0
192;262;138;0
193;158;267;0
194;126;162;0
195;220;314;0
196;110;266;0
197;226;204;0
198;130;111;0
199;17;42;0
200;23;237;0
201;82;52;0
202;27;269;0
203;279;215;0
204;90;78;0
205;94;147;0
206;50;143;0
207;84;308;0
208;311;175;0
209;78;309;0
210;99;114;0
211;0;122;0
212;152;161;0
213;64;162;0
214;2;85;0
215;29;128;0
216;13;7;0
217;97;74;0
218;187;169;0
219;240;210;0
220;229;281;0
221;125;104;0
222;315;48;0
223;232;206;0
224;14;267;0
225;285;201;0
226;235;260;0
227;45;168;0
228;161;267;0
229;257;264;0
230;187;286;0
231;219;222;0
232;74;10;0
233;43;115;0
234;34;267;0
235;179;201;0
236;200;218;0
237;157;1;0
238;255;239;0
239;161;171;0
240;211;21;0
241;236;81;0
242;24;85;0
243;233;66;0
244;237;312;0
245;158;122;0
246;153;219;0
247;245;197;0
248;206;25;0
249;47;81;0
250;238;97;0
251;182;4;0
252;19;86;0
253;215;221;0
254;216;93;0
255;165;149;0
256;149;38;0
257;286;64;0
258;313;300;0
259;6;147;0
260;262;310;0
261;144;86;0
262;67;303;0
263;67;186;0
264;45;168;0
265;305;42;0
266;262;163;0
267;284;225;0
268;74;287;0
269;156;8;0
270;1;157;0
271;144;97;0
272;45;110;0
273;101;269;0
274;1;240;0
275;269;38;0
276;296;228;0
277;289;93;0
278;119;126;0
279;320;189;0
280;115;137;0
281;88;15;0
282;33;267;0
283;91;299;0
284;80;85;0
285;164;61;0
286;119;306;0
287;283;260;0
288;202;292;0
289;301;176;0
290;230;16;0
291;234;144;0
292;241;206;0
293;92;16;0
294;297;41;0
295;151;110;0
296;95;236;0
297;312;83;0
298;210;96;0
299;178;126;0
300;54;52;0
301;67;290;0
302;159;70;0
303;290;319;0
304;144;45;0
305;62;29;0
306;109;29;0
307;77;83;0
308;182;284;0
309;240;132;0
310;132;168;0
311;121;108;0
312;20;89;0
313;310;40;0
314;161;201;0
315;276;69;0
316;87;80;0
317;128;143;0
318;305;272;0
319;279;7;0
320;10;227;0
321;287;151;0
322;188;0;0
323;125;297;0
324;264;274;0
325;311;80;0
326;35;49;0
327;167;218;0
328;301;231;0
329;207;245;0
330;146;176;0
331;13;250;0
332;74;294;0
333;207;97;0
334;41;81;0
335;204;224;0
336;36;23;0
337;168;187;0
338;124;72;0
339;192;3;0
340;96;147;0
341;307;206;0
342;283;152;0
343;75;79;0
344;307;225;0
345;98;7;0
346;159;216;0
347;134;82;0
348;214;296;0
349;73;11;0
350;108;135;0
351;218;63;0
352;255;237;0
353;162;66;0
354;310;100;0
355;262;74;0
356;71;243;0
357;94;305;0
358;159;60;0
359;71;133;0
360;213;304;0
361;47;126;0
362;68;312;0
363;45;17;0
364;19;126;0
365;287;283;0
366;234;319;0
367;298;105;0
368;59;299;0
369;239;10;0
370;213;121;0
371;120;106;0
372;54;1;0
373;90;112;0
374;306;40;0
375;309;66;0
376;114;263;0
377;263;138;0
378;16;152;0
379;119;294;0
380;62;117;0
381;287;10;0
